437|0.030|Ciqual 1995||14|404
438|0.030|Ciqual 1995||14|405
439|0.40|Ciqual 1995||14|406
440|0.220|Ciqual 1995||14|410
441|0.020|Ciqual 1995||14|415
442|45.000|Ciqual 1995||14|417
443|0.000|Ciqual 1995||14|601
444|0.000|Ciqual 1995||14|606
445|0.000|Ciqual 1995||14|645
446|0.000|Ciqual 1995||14|646
447|0.00|Ciqual 1995||14|209
448|7.60|Ciqual 1995||14|205
449|0.000|Unknown||14|210
450|0.00|Ciqual 1995||14|418
451|1.000|Ciqual 1995||15|203
452|0.300|Ciqual 1995||15|204
453|60.00|Ciqual 1995||15|208
454|0.000|Ciqual 1995||15|221
455|80.20|Ciqual 1995||15|255
456|3.500|Ciqual 1995||15|291
457|13.000|Ciqual 1995||15|301
458|1.000|Ciqual 1995||15|303
459|6.000|Ciqual 1995||15|304
460|25.000|Ciqual 1995||15|305
461|247.000|Ciqual 1995||15|306
462|4.000|Ciqual 1995||15|307
463|0.400|Ciqual 1993||15|309
464|0.120|Ciqual 1993||15|312
465|0.13|Unknown||15|315
466|0.000|Ciqual 1995||15|324
467|0.00|Ciqual 1995||15|319
468|20.000|Ciqual 1995||15|401
469|0.050|Ciqual 1995||15|404
470|0.030|Ciqual 1995||15|405
471|0.30|Ciqual 1995||15|406
472|0.600|Ciqual 1995||15|410
473|0.200|Ciqual 1995||15|415
474|0.000|Ciqual 1995||15|601
475|0.000|Ciqual 1995||15|606
476|0.000|Ciqual 1995||15|645
477|0.000|Ciqual 1995||15|646
478|0.000|Ciqual 1995||15|209
479|13.700|Ciqual 1995||15|205
480|0.000|Unknown||15|210
481|0.00|Ciqual 1995||15|418
482|0.500|Ciqual 1995||16|203
483|0.300|Ciqual 1995||16|204
484|29.00|Ciqual 1995||16|208
485|0.000|Ciqual 1995||16|221
486|90.900|Ciqual 1995||16|255
487|1.700|Ciqual 1995||16|291
488|4.000|Ciqual 1995||16|301
489|0.500|Ciqual 1995||16|303
490|8.000|Ciqual 1995||16|304
491|15.000|Ciqual 1995||16|305
492|158.000|Ciqual 1995||16|306
493|3.00|Ciqual 1995||16|307
494|0.000|Ciqual 1995||16|324
495|0.00|Ciqual 1995||16|319
496|23.000|Ciqual 1995||16|401
497|0.030|Ciqual 1995||16|404
498|0.030|Ciqual 1995||16|405
499|0.470|Ciqual 1995||16|406
500|0.000|Ciqual 1995||16|417
501|0.000|Ciqual 1995||16|601
502|0.000|Ciqual 1995||16|606
503|0.00|Ciqual 1995||16|645
504|0.000|Ciqual 1995||16|646
505|0.300|Ciqual 1995||16|209
506|6.300|Ciqual 1995||16|205
507|0.000|Unknown||16|210
508|0.00|Ciqual 1995||16|418
509|40.00|Ciqual 1993||17|401
510|0.11|Ciqual 1993||17|312
511|0.10|Ciqual 1993||17|309
512|6.00|Ciqual 1993||17|307
513|160.0|Ciqual 1993||17|306
514|39.00|Ciqual 1993||17|305
515|15.00|Ciqual 1993||17|304
516|0.50|Ciqual 1993||17|303
517|82.70|Ciqual 1993||17|255
518|0.00|Ciqual 1993||17|221
519|0.00|unknown||17|210
520|47.00|Ciqual 1993||17|301
521|4.20|Ciqual 1993||17|291
522|0.00|Ciqual 1993||17|209
523|7.40|Ciqual 1993||17|205
524|0.00|Ciqual 1993||17|601
525|~0.20|unknown||17|606
526|0.90|Ciqual 1993||17|204
527|1.10|Ciqual 1993||17|203
528|47.00|Ciqual 1993||17|208
529|0.600|Ciqual 1995||18|203
530|0.50|Ciqual 1995||18|204
531|53.00|Ciqual 1995||18|208
532|0.000|Ciqual 1995||18|221
533|83.000|Ciqual 1995||18|255
534|3.000|Ciqual 1995||18|291
535|9.000|Ciqual 1995||18|301
536|0.50|Ciqual 1995||18|303
537|4.000|Ciqual 1995||18|304
538|11.000|Ciqual 1995||18|305
539|68.000|Ciqual 1995||18|306
540|2.000|Ciqual 1995||18|307
541|0.110|Unknown||18|309
542|0.100|Unknown||18|312
543|0.000|Ciqual 1995||18|324
544|20.000|Ciqual 1995||18|401
545|0.03|Ciqual 1995||18|404
546|0.030|Ciqual 1995||18|405
547|0.400|Ciqual 1995||18|406
548|0.130|Ciqual 1995||18|410
549|0.050|Ciqual 1995||18|415
550|6.000|Ciqual 1995||18|417
551|0.000|Ciqual 1995||18|601
552|0.000|Ciqual 1995||18|606
553|0.000|Ciqual 1995||18|645
554|0.000|Ciqual 1995||18|646
555|0.000|Ciqual 1995||18|209
556|11.30|Ciqual 1995||18|205
557|0.000|Unknown||18|210
558|0.00|Ciqual 1995||18|418
559|0.00|Ciqual 1995||18|319
560|0|Ciqual 2008 (Cerise, fraîche)||19|210
561|14.1|Ciqual 2008 (Cerise, fraîche)||19|205
562|0.000|Ciqual 2008 (Cerise, fraîche)||19|209
563|0.07|Ciqual 2008 (Cerise, fraîche)||19|646
564|0.06|Ciqual 2008 (Cerise, fraîche)||19|645
565|0.05|Ciqual 2008 (Cerise, fraîche)||19|606
566|0.000|Ciqual 2008 (Cerise, fraîche)||19|601
567|15|Ciqual 2008 (Cerise, fraîche)||19|417
568|0.050|Ciqual 2008 (Cerise, fraîche)||19|415
569|0.200|Ciqual 2008 (Cerise, fraîche)||19|410
570|0.4|Ciqual 2008 (Cerise, fraîche)||19|406
571|0.03|Ciqual 2008 (Cerise, fraîche)||19|405
572|0.03|Ciqual 2008 (Cerise, fraîche)||19|404
573|9|Ciqual 2008 (Cerise, fraîche)||19|401
574|0.2|Ciqual 2008 (Cerise, fraîche)||19|394
575|0.00|Ciqual 2008 (Cerise, fraîche)||19|319
576|0.000|Ciqual 2008 (Cerise, fraîche)||19|324
577|0.05|Ciqual 2008 (Cerise, fraîche)||19|317
578|0.08|Ciqual 2008 (Cerise, fraîche)||19|315
579|0.06|Ciqual 2008 (Cerise, fraîche)||19|312
580|0.07|Ciqual 2008 (Cerise, fraîche)||19|309
581|2|Ciqual 2008 (Cerise, fraîche)||19|307
582|215|Ciqual 2008 (Cerise, fraîche)||19|306
583|21.8|Ciqual 2008 (Cerise, fraîche)||19|305
584|9.9|Ciqual 2008 (Cerise, fraîche)||19|304
585|0.3|Ciqual 2008 (Cerise, fraîche)||19|303
586|11|Ciqual 2008 (Cerise, fraîche)||19|301
587|1.700|Ciqual 2008 (Cerise, fraîche)||19|291
588|81.1|Ciqual 2008 (Cerise, fraîche)||19|255
589|0.000|Ciqual 2008 (Cerise, fraîche)||19|221
590|66.5|Ciqual 2008 (Cerise, fraîche)||19|208
591|0.27|Ciqual 2008 (Cerise, fraîche)||19|204
592|1.2|Ciqual 2008 (Cerise, fraîche)||19|203
593|0.00|Ciqual 2008 (Cerise, fraîche)||19|418
594|1.100|Ciqual 1995||20|203
595|0.50|Ciqual 1995||20|204
596|28.00|Ciqual 1995||20|208
597|0.000|Ciqual 1995||20|221
598|82.800|Ciqual 1995||20|255
599|8.200|Ciqual 1995||20|291
600|36.000|Ciqual 1995||20|301
601|1.200|Ciqual 1995||20|303
602|13.000|Ciqual 1995||20|304
603|30.000|Ciqual 1995||20|305
604|280.000|Ciqual 1995||20|306
605|3.000|Ciqual 1995||20|307
606|0.240|Unknown||20|309
607|0.140|Unknown||20|312
608|0.240|Unknown||20|315
609|1.000|Unknown||20|317
610|0.000|Ciqual 1995||20|324
611|0.00|Ciqual 1995||20|319
612|0.10|Ciqual 1995||20|394
613|40.000|Ciqual 1995||20|401
614|0.040|Ciqual 1995||20|404
615|0.060|Ciqual 1995||20|405
616|0.100|Ciqual 1995||20|406
617|0.060|Ciqual 1995||20|410
618|0.05|Ciqual 1995||20|415
619|0.000|Ciqual 1995||20|601
620|0.000|Ciqual 1995||20|606
621|0.00|Ciqual 1995||20|645
622|0.000|Ciqual 1995||20|646
623|0.000|Ciqual 1995||20|209
624|5.00|Ciqual 1995||20|205
625|0.000|Unknown||20|210
626|0.00|Ciqual 1995||20|418
627|1.30|Ciqual 1995||21|203
628|0.30|Ciqual 1995||21|204
629|50.00|Ciqual 1995||21|208
630|0.000|Ciqual 1995||21|221
631|78.20|Ciqual 1995||21|255
632|7.000|Ciqual 1995||21|291
633|60.00|Ciqual 1995||21|301
634|1.300|Ciqual 1995||21|303
635|17.000|Ciqual 1995||21|304
636|34.000|Ciqual 1995||21|305
637|370.0|Ciqual 1995||21|306
638|3.000|Ciqual 1995||21|307
639|0.290|Unknown||21|309
640|0.140|Unknown||21|312
641|0.340|Unknown||21|315
642|0.000|Ciqual 1995||21|324
643|0.00|Ciqual 1995||21|319
644|1.000|Ciqual 1995||21|394
645|200.000|Ciqual 1995||21|401
646|0.02|Ciqual 1995||21|404
647|0.060|Ciqual 1995||21|405
648|0.00|Ciqual 1995||21|418
649|0.080|Ciqual 1995||21|415
650|40.000|Ciqual 1995||21|417
651|0.000|Ciqual 1995||21|601
652|0.00|Ciqual 1995||21|606
653|0.000|Ciqual 1995||21|645
654|0.00|Ciqual 1995||21|646
655|0.000|Ciqual 1995||21|209
656|9.00|Ciqual 1995||21|205
657|0.000|Unknown||21|210
658|0.30|Ciqual 1995||21|406
659|0.40|Ciqual 1995||21|410
660|0.700|Ciqual 2008 (Fraise, fraiche)||22|203
661|0.3|Ciqual 2008 (Fraise, fraiche)||22|204
662|30|Ciqual 2008 (Fraise, fraiche)||22|208
663|0.000|Ciqual 2008 (Fraise, fraiche)||22|221
664|91.3|Ciqual 2008 (Fraise, fraiche)||22|255
665|2|Ciqual 2008 (Fraise, fraiche)||22|291
666|13.2|Ciqual 2008 (Fraise, fraiche)||22|301
667|0.5|Ciqual 2008 (Fraise, fraiche)||22|303
668|12.1|Ciqual 2008 (Fraise, fraiche)||22|304
669|21.9|Ciqual 2008 (Fraise, fraiche)||22|305
670|153|Ciqual 2008 (Fraise, fraiche)||22|306
671|1.1|Ciqual 2008 (Fraise, fraiche)||22|307
672|0.000|Ciqual 2008 (Fraise, fraiche)||22|324
673|0.00|Ciqual 2008 (Fraise, fraiche)||22|418
674|0.14|Ciqual 2008 (Fraise, fraiche)||22|394
675|57|Ciqual 2008 (Fraise, fraiche)||22|401
676|0.020|Ciqual 2008 (Fraise, fraiche)||22|404
677|0.02|Ciqual 2008 (Fraise, fraiche)||22|405
678|0.39|Ciqual 2008 (Fraise, fraiche)||22|406
679|0.12|Ciqual 2008 (Fraise, fraiche)||22|410
680|0.05|Ciqual 2008 (Fraise, fraiche)||22|415
681|69|Ciqual 2008 (Fraise, fraiche)||22|417
682|0.000|Ciqual 2008 (Fraise, fraiche)||22|601
683|0.01|Ciqual 2008 (Fraise, fraiche)||22|606
684|0.04|Ciqual 2008 (Fraise, fraiche)||22|645
685|0.15|Ciqual 2008 (Fraise, fraiche)||22|646
686|0.00|Ciqual 2008 (Fraise, fraiche)||22|319
687|127|Ciqual 2008 (Fraise, fraiche)||22|268
688|0.04|Ciqual 2008 (Fraise, fraiche)||22|209
689|5.34|Ciqual 2008 (Fraise, fraiche)||22|205
690|0|Ciqual 2008 (Fraise, fraiche)||22|210
691|0.06|Ciqual 2008 (Fraise, fraiche)||22|309
692|0.04|Ciqual 2008 (Fraise, fraiche)||22|312
