149|Raviolis bolognaise|Raviolis sauce bolognaise (buitoni)|22840||500|plats/raviolis-200g.JPG||||Raviolis sauce bolognaise (buitoni)
150|Pâtes aux oeufs crues||23302||160|feculents/coquillettes-10g(p).jpg||||
151|Pâtes crues moyenne||20396||160|feculents/coquillettes-10g(p).jpg|0|0||
153|Tagliatelles fraiches crues|pates|23458||300|feculents/tagliatelles-200g.jpg|0|0||pates
154|Pâtes aux oeufs natures cuites||23303||500|feculents/tagliatelles-200g.jpg||||
155|Tagliatelles fraiches cuites|pates|23428||500|feculents/tagliatelles-200g.jpg|0|0||pates
156|Coquillettes cuites nature|pates|23398||500|feculents/coquillettes-200g.jpg|0|0||pates
157|Pâtes 3 couleurs||23411||500|feculents/torsades-200g.jpg||||
158|Vermicelle cuit||23430||500|feculents/vermicelle-200g.jpg||||
159|Spaghetti sauce tomate|pates|23488||500|feculents/spaghettis-200g.jpg|0|0||pates
160|Spaghettis cuits|pates|23427||500|feculents/spaghettis-200g.jpg|0|0||pates
161|Pâtes cuites, natures moyenne||20397||500|feculents/tagliatelles-200g.jpg|0|0||
162|Riz blanc nature cuit|Riz blanc cuit, nature|20399||500|feculents/riz-200g.jpg||||Riz blanc cuit, nature
163|Riz aux fines herbes||23415||500|feculents/riz-200g.jpg||||
164|Riz complet nature cuit||23306||500|feculents/riz-300g.jpg||||
165|Riz sauvage nature cuit||23418||500|feculents/riz-200g.jpg||||
166|Riz safrané cuit||23419||500|feculents/riz-200g.jpg||||
167|Riz blanc cru||20398||160|vaisselle/cuillere-cafe(p).jpg||||
168|Riz blanc étuvé cru||23304||160|vaisselle/cuillere-cafe(p).jpg||||
169|Riz complet cru||23305||160|vaisselle/cuillere-cafe(p).jpg||||
170|Riz sauvage cru||23417||160|vaisselle/cuillere-cafe(p).jpg||||
171|Poelée de légumes et riz||23435||500|legumes/poelee-200g-2.jpg||||
172|Rizotto aux légumes|risotto|23222||500|feculents/riz-200g.jpg|0|0||risotto
173|Rizotto poivrons mangue|Risotto aux poivrons et mangues|23223||500|feculents/riz-200g.jpg|0|0||Risotto aux poivrons et mangues
174|Riz à la tomate||23682||500|feculents/riz-a-la-tomate-p.jpg||||
175|Salade de riz avec MG||22901||500|feculents/riz-200g.jpg||||
176|Paëlla en boite||22290||500|plats/paella-500g.JPG||||
177|Croutons aillés sans MG|pain|22464||50|pain/croutons-50g.jpg|0|0||pain
178|Chapelure|pain miettes|22465||50|vaisselle/cuillere-soupe(p).jpg|0|0||pain miettes
179|Petit Pain suedois fibres||22439||80|pain/pain-suedois2.jpg|0|0||
180|Pain de campagne||20652||250|pain/pain-campagne-pte-tr-30g.jpg||||
182|Pain sans sel||22438||250|pain/baguette-40g.jpg|0|0||
184|Pain complet||22445||250|pain/pain-complet-40g.jpg||||
185|Pain de seigle||22447||250|pain/pain-complet-20g.jpg||||
186|Pain grillé||22448||200|pain/baguette-40g.jpg||||
187|Pain grillé grande tranche||24746||100|pain/pain-grille-p.jpg||||
188|Wasa fibres||22451||140|pain/wasa2.jpg||||
189|Wasa léger||22452||140|pain/wasa2.jpg||||
190|Wasa seigle blond||22453||140|pain/wasa2.jpg||||
191|Wasa sésame gourmand||22449||140|pain/wasa2.jpg||||
192|Wasa céréale |Wasa céréale doré|22450||140|pain/wasa2.jpg||||Wasa céréale doré
193|Biscotte au seigle complet||22461||100|pain/1biscotte.jpg||||
194|Biscotte||22458||100|pain/1biscotte.jpg||||
195|Biscotte s/sel||22456||100|pain/1biscotte.jpg||||
196|Biscotte au gluten||22460||100|pain/1biscotte.jpg||||
197|Biscotte sans gluten||22455||100|pain/1biscotte.jpg||||
198|Biscotte au germe de blé||22459||100|pain/1biscotte.jpg||||
199|Biscotte au sésame||22462||100|pain/1biscotte.jpg||||
200|Biscotte complète||22463||100|pain/biscotte-complete.jpg||||
201|Pain au lait||20595||140|viennoiseries/pain-au-lait-70g.jpg||||
202|Pain aux raisins||20596||240|viennoiseries/pain-raisins.jpg||||
203|Croissant||20593||120|viennoiseries/croissant-60g.jpg||||
204|Chausson aux pommes sucre|dessert gateau|22666||60|desserts/gateaux/chausson-aux-pommes-60g.jpg|0|0||dessert gateau
205|Brioche au beurre||20592||120|viennoiseries/brioche-60g.jpg||||
206|Pain au chocolat|Chocolatine ou Pain au chocolat|20594||120|viennoiseries/chocolatine.JPG||||Chocolatine ou Pain au chocolat
207|Brioche aux agrumes allégée en MG||22371||80|viennoiseries/brioche-60g.jpg||||
208|Pain viennois||22487||0|pain/pain-viennois-c.jpg||||
209|Chausson aux pommes (vitacuire)||22671||60|desserts/gateaux/chausson-aux-pommes-60g.jpg||||
